id,math12,catholic,read8,math8,female,race,parmar8,faminc8,fathed8,mothed8,fight8,nohw8,disrupt8,riskdrop8
710414,50.25,0,45.09000015,47.84999847,1,4,6,11,2,2,1,0,1,0
710420,41.08000183,0,40.86999893,41.15999985,1,4,6,7,8,1,0,0,0,1
710427,50.38999939,0,48.27999878,41.68000031,1,4,6,10,2,8,0,1,0,0
710436,49.02000046,0,52.52999878,51.13000107,0,4,6,9,2,2,0,0,0,1
710449,60.75,0,58.90999985,56.50999832,0,4,6,9,3,3,0,0,0,0
710460,54.75999832,0,46.16999817,57.66999817,0,4,6,6,2,2,1,0,1,2
710469,54.61000061,0,48.29000092,62.66999817,1,4,6,11,2,2,0,0,0,0
710482,66.08000183,0,63.27000046,57.5,1,4,6,9,2,2,0,0,0,0
710600,45.81000137,0,55.25,50.04999924,1,4,1,7,2,3,0,0,0,2
710613,60.90000153,0,47.79000092,62.59999847,1,4,1,8,5,2,0,0,0,1
710615,62.86999893,0,70.55000305,75.62000275,1,4,6,10,5,6,0,0,0,0
710635,40.09000015,0,42.11000061,49.06999969,1,4,1,7,1,3,0,0,0,3
710660,47.68999863,0,58.15999985,51.13000107,1,5,6,11,6,3,0,0,0,0
710664,50.15999985,0,45.22999954,51.38999939,1,4,6,12,4,2,0,0,0,0
710669,51.75999832,0,52.25,61.77999878,0,4,6,11,1,1,0,0,0,1
710673,49.36000061,0,46.02999878,45.43000031,1,4,6,9,1,1,0,0,0,1
710678,52.86999893,0,52.31000137,57.16999817,0,4,6,11,2,2,0,0,0,0
710683,52.04999924,0,60.11999893,56.95000076,1,5,1,6,2,1,0,0,0,4
710687,62.49000168,0,53.74000168,52.22000122,1,4,6,10,7,5,0,0,0,0
710720,35.74000168,0,39.61000061,42.88999939,0,4,6,5,3,2,0,1,0,2
710728,61.81999969,0,64.34999847,63.22000122,0,4,6,11,2,4,0,0,0,0
710769,56.90000153,0,46.83000183,59.93000031,0,4,6,8,1,3,0,0,0,0
710784,44.66999817,0,41.06999969,47.61000061,1,5,6,11,6,1,0,0,0,0
710788,42.81999969,0,43.25999832,43.04000092,1,4,6,11,2,2,0,0,0,0
710790,41.47000122,0,45.18000031,43.99000168,0,4,6,9,2,2,0,1,0,0
710818,42.49000168,0,44.93999863,40.77000046,1,4,6,9,4,2,0,0,0,0
710845,50.88000107,0,47.75,51.18999863,0,2,6,10,1,3,0,0,0,1
710854,41.45000076,0,50.88000107,40.22999954,0,4,3,8,2,1,0,0,0,1
710870,60.72000122,0,62.02999878,59.77999878,0,4,6,11,2,3,1,1,1,0
710875,34.97999954,0,39,36.27999878,1,4,6,9,2,1,0,0,0,0
710885,33.06999969,0,50.77000046,39.41999817,0,4,6,11,8,8,0,0,0,0
710887,40.40000153,0,40.52999878,41.72999954,0,4,6,6,8,2,2,0,1,2
710911,44.65999985,0,34.50999832,39.40000153,0,4,6,11,5,5,0,0,0,1
710922,63.04000092,0,59.09000015,53.95000076,1,4,6,10,8,3,0,0,0,0
710924,60.16999817,0,63.36999893,55.34000015,0,4,6,9,5,5,0,0,0,0
710925,62.49000168,0,41.25,53.47000122,0,4,6,10,3,3,0,0,0,0
710926,59.08000183,0,64.34999847,60.29000092,0,4,6,10,3,3,0,0,0,0
710933,64.72000122,0,64.93000031,63.99000168,0,4,6,9,3,3,0,0,0,0
710941,36.29000092,0,39.25,40.22999954,1,5,6,9,3,3,0,0,0,0
710950,50.52999878,0,53.34999847,47.65999985,1,4,6,9,3,2,0,0,0,0
710953,35.54999924,0,54.29000092,40.04000092,1,4,6,8,3,2,0,0,0,0
710957,61.22999954,0,53.58000183,51.54000092,1,4,6,7,8,2,0,0,0,1
710963,49.72999954,0,56.70000076,47.79000092,1,4,6,12,6,8,0,0,0,0
710964,50.81999969,0,44.11999893,47.61000061,1,4,6,9,8,8,0,0,0,0
710968,53.36000061,0,45.15000153,47.13999939,1,4,6,7,2,2,0,0,0,2
710973,59.95000076,0,59.77000046,55.90999985,0,4,6,6,5,5,0,0,0,1
710976,53.00999832,0,49.72999954,46.04999924,0,4,6,9,4,5,1,0,1,0
710983,62.09999847,0,54.20999908,63.86000061,0,4,6,11,5,5,0,0,0,0
710985,60.88000107,0,62.83000183,53.5,0,4,6,10,3,4,1,0,1,0
710988,49.58000183,0,47.81999969,55.40999985,0,4,6,8,2,2,1,0,1,0
710996,49.91999817,0,55.68999863,51.09000015,0,4,6,4,2,2,1,0,1,1
711007,49.68000031,0,39.04000092,52.83000183,0,4,6,8,2,2,0,1,0,0
711011,34.50999832,0,38.72000122,37.34999847,1,4,6,10,5,5,0,1,0,0
711012,48.61000061,0,45.00999832,40.79999924,0,4,1,7,2,2,0,1,0,2
711030,40.79000092,0,35.43999863,38.65999985,1,3,6,10,2,2,0,0,0,0
711032,34.91999817,0,41.79999924,39.75999832,1,4,6,11,5,2,0,1,0,0
711035,49.77999878,0,44.24000168,51.63999939,1,4,6,8,2,2,0,0,0,0
711042,42.16999817,0,38.75,42.56000137,1,4,6,11,3,3,0,1,0,0
711044,52.68999863,0,65.63999939,65.34999847,1,4,6,10,2,8,0,0,0,0
711047,44.88999939,0,57.99000168,47.38000107,1,4,3,6,2,2,0,1,0,2
711063,47.5,0,64.59999847,48.81999969,1,4,6,12,6,6,0,0,0,0
711071,44.5,0,37.13999939,43.31999969,1,4,6,11,1,2,0,0,0,1
711074,42,0,40.61000061,38.72000122,1,4,6,9,1,1,0,1,0,1
711079,36.16999817,0,37.34999847,42.22000122,1,3,4,7,8,2,1,1,1,1
711091,64.12999725,0,65.87999725,69.23999786,1,4,1,10,6,6,0,0,0,1
711096,51.74000168,0,54.52000046,57.29999924,1,4,1,4,1,2,2,1,1,2
711726,33.70999908,0,32.70000076,35.22999954,0,3,2,7,7,7,1,0,1,2
711786,41.52000046,0,49.81000137,51.79999924,1,4,1,6,2,3,0,0,0,2
711791,44.54000092,0,52.20000076,49.25999832,1,4,6,10,3,2,0,0,0,0
711798,47.99000168,0,40.47000122,49.06999969,0,4,1,8,2,2,0,0,0,1
711902,46.75,0,48.61000061,51.02000046,1,4,6,11,2,2,0,0,0,0
711904,32.45999908,0,48.00999832,47.56000137,0,4,6,11,1,3,0,0,0,0
711905,61.5,0,54.22000122,56.33000183,0,1,6,5,8,8,0,0,0,2
711912,59.88000107,0,54.43000031,54.50999832,0,4,6,11,2,2,1,0,1,0
711993,47.97000122,0,44.84000015,39.09999847,0,4,6,11,2,2,0,0,0,0
713302,35.54999924,0,35.84999847,38.97999954,0,4,6,11,5,2,1,0,1,0
713304,63.52000046,0,65.34999847,64.51000214,0,4,6,10,3,3,0,0,0,0
713313,45.18000031,0,56.77999878,44.59000015,1,4,6,12,8,3,0,0,0,0
713314,48.72000122,0,36.95000076,39.93000031,0,4,6,12,7,6,0,0,0,1
713315,44.97999954,0,47.15999985,43.59999847,0,4,6,10,5,3,0,0,0,0
713320,46.54000092,0,56.61999893,61.63999939,1,4,6,11,7,6,0,0,0,0
713331,41.24000168,0,38.72000122,37.49000168,0,4,6,7,2,2,0,0,0,1
713341,46.34000015,0,47.86000061,48.08000183,1,4,6,12,6,3,0,0,0,1
713342,62.31999969,0,57.63000107,60.45000076,0,4,6,9,2,2,0,0,0,0
713346,52.59999847,0,63.36999893,51.65000153,0,4,3,11,6,6,0,0,0,0
713351,52.43999863,0,43.68000031,46.79000092,0,1,6,11,1,2,0,0,0,0
713355,40.49000168,0,32.25,43.40000153,0,4,6,12,2,2,0,0,0,1
713365,49.5,0,36.83000183,39.5,0,4,6,11,2,1,2,1,1,1
713374,69.34999847,0,70.55000305,73.77999878,1,4,6,8,2,5,0,0,0,0
713375,50.79999924,0,37.20000076,43.43999863,0,4,5,11,2,3,1,0,1,1
713382,39.45000076,0,39.33000183,35.93000031,0,4,6,12,2,2,2,1,1,1
714003,43.88000107,0,47.02999878,47.61999893,1,4,6,10,2,4,0,0,0,0
714010,52.25,0,56.68999863,56.08000183,1,1,6,12,3,3,0,0,0,0
714011,69.23000336,0,60.18999863,74.30999756,0,4,6,10,3,2,0,0,0,0
714029,57.11000061,0,39.34999847,54.58000183,0,5,1,9,2,4,1,0,1,1
714039,55.31999969,0,44.58000183,46.08000183,1,4,6,11,3,3,0,0,0,0
714049,70.93000031,0,63.83000183,65.08000183,0,4,6,11,5,4,0,0,0,0
714074,55.58000183,0,64.23000336,58.95999908,1,4,6,11,2,2,0,0,0,0
715722,41.38000107,0,51.52999878,45.52999878,1,3,4,4,8,2,0,1,0,2
715760,38.27999878,0,39.50999832,38.34000015,1,2,6,3,1,1,0,0,0,2
715802,57.22999954,0,57.75,62.25999832,0,4,6,11,3,2,0,0,0,0
715806,45.43000031,0,47,46.34999847,1,4,1,5,8,2,0,0,0,1
715822,51.18999863,0,57.31000137,44.11000061,1,4,6,9,2,3,0,0,0,0
715825,54.16999817,0,34.58000183,59.79999924,1,4,6,6,2,3,0,0,0,1
715830,45.74000168,0,42.91999817,45.54000092,1,4,6,9,8,2,0,0,0,0
715843,38.88000107,0,43.59000015,51.95999908,0,4,6,9,1,2,1,1,1,0
715848,60.81999969,0,55.29000092,64.58000183,0,4,6,3,2,2,0,0,0,1
715855,60.90000153,0,59.56000137,64.84999847,1,4,1,6,2,2,0,0,0,2
715873,63.47000122,0,58.72000122,61.97000122,0,4,6,6,3,2,1,0,1,1
715885,59.11000061,0,67.09999847,68.73999786,1,4,6,10,4,4,0,0,0,0
715892,54.25,0,53.34000015,62.04999924,0,4,6,7,1,2,1,1,1,1
715897,65.23999786,0,54.54000092,64.65000153,0,4,6,10,3,5,0,0,0,0
716905,65.80000305,0,58.25,69.11000061,1,1,6,11,3,2,0,0,0,0
716919,54.02999878,0,41.24000168,54.18000031,0,1,6,10,2,2,0,0,0,0
716924,41.59999847,0,43.95999908,44.13000107,0,3,6,10,2,3,2,1,1,1
716933,53.40000153,0,32.50999832,48.47999954,1,2,6,3,2,1,0,0,0,1
716972,66.48000336,0,67.62999725,74.29000092,0,4,6,11,4,4,0,0,0,0
716983,62.97000122,0,70.55000305,62,1,4,6,7,2,2,0,0,0,1
716991,54.70000076,0,58.99000168,56.88999939,1,4,6,9,1,1,0,0,0,1
716993,56.70999908,0,45.65999985,60.61999893,0,4,6,12,2,5,1,1,1,0
716996,60.47999954,0,61.61999893,70.41999817,1,4,6,11,6,3,0,0,0,0
718203,65.41999817,0,65.63999939,71.08999634,1,4,6,8,5,2,0,0,0,0
718205,51.20000076,0,49.65000153,48.63999939,0,4,6,12,2,3,1,0,1,0
718235,55.70000076,0,59.70000076,57.47000122,1,4,6,10,3,5,0,0,0,0
718259,37.56000137,0,43.06000137,40.97000122,1,4,6,11,1,2,0,0,0,1
718261,49.56999969,0,54.15000153,51.00999832,0,4,6,10,2,2,0,0,0,1
719241,45.66999817,0,42.86000061,50.75999832,1,2,6,9,1,1,0,0,0,0
719246,46.09000015,0,59.27000046,65.48000336,0,4,6,11,4,2,0,0,0,0
719278,48.36999893,0,45.25,48.90000153,1,4,6,12,2,2,0,1,0,0
719279,39.74000168,0,36.13000107,39.45000076,1,2,6,3,3,2,0,0,0,2
719311,56.70000076,0,63.36000061,71.19000244,0,3,6,8,2,4,0,1,0,1
719328,63.54000092,0,70.55000305,67.01999664,1,3,6,12,5,6,0,0,0,0
719339,64.31999969,0,66.54000092,65.69000244,1,3,1,10,8,4,0,0,0,1
719346,65.12999725,0,67.97000122,70.16000366,1,3,6,11,2,2,0,0,0,0
719367,67.51999664,0,64.88999939,69.62000275,1,1,6,8,5,3,0,0,0,0
719386,52.54999924,0,56.20000076,58.31000137,1,3,6,10,1,2,0,0,0,0
719406,47.27000046,0,41.11000061,43.43999863,0,4,6,10,3,8,0,0,0,0
719407,53.66999817,0,54.72999954,54.56999969,0,4,6,12,5,4,0,0,0,0
719415,48.97999954,0,36.13000107,41.04999924,0,2,5,9,2,3,0,0,0,1
719429,43.27999878,0,59.84000015,49.40000153,1,4,6,11,2,4,0,0,0,0
719436,65.68000031,0,40.5,60.45000076,0,4,6,10,1,2,0,0,0,0
719437,36.49000168,0,40.63999939,40.33000183,0,4,6,11,3,2,0,1,0,0
719454,51.09000015,0,45.34000015,45.45999908,1,4,6,8,2,2,0,0,0,0
719468,62.63000107,0,69.15000153,59.72999954,1,4,6,8,2,4,0,0,0,0
719481,42.15000153,0,48.81999969,37.09999847,0,4,6,5,8,8,2,0,1,1
719484,43.93000031,0,55.86000061,54.40999985,1,4,2,10,1,1,0,0,0,3
721101,48.72999954,0,51.90999985,44.5,1,4,6,10,2,8,0,0,0,0
721121,48.02999878,0,39.61999893,52.27999878,1,1,6,7,3,2,0,0,0,1
721127,45.65000153,0,43.63000107,44.43999863,0,3,3,6,3,1,0,0,0,2
721172,53.81999969,0,45.43999863,51.93999863,0,4,6,10,1,1,0,1,0,1
722001,64.18000031,0,65.29000092,61.02000046,1,4,6,9,3,3,0,0,0,0
722017,65.05999756,0,57.22000122,60.29000092,0,4,6,12,2,5,0,0,0,0
722023,43.56999969,0,49.34000015,42.83000183,0,4,6,7,1,1,0,0,0,3
722027,60.83000183,0,64.29000092,65.30000305,0,4,6,10,1,2,0,0,0,0
722042,45.18999863,0,40.40999985,43.79000092,1,4,6,10,8,1,0,0,0,1
722067,52.70000076,0,53.22000122,58.06999969,1,4,6,12,6,6,0,0,0,0
722079,61.27999878,0,54.02000046,59.65000153,0,4,6,11,2,2,0,0,0,0
722098,59.22000122,0,58.68000031,58.66999817,0,4,6,9,2,2,0,0,0,0
723905,58.95999908,0,61.52999878,63.52000046,0,4,6,12,5,5,0,0,0,0
723913,51.79999924,0,60.93000031,54.36000061,0,4,6,11,8,8,0,0,0,0
723917,57.97999954,0,63.45000076,61.06000137,0,4,1,6,2,2,0,0,0,2
723924,39.81999969,0,57.93000031,48.40999985,1,4,6,10,8,8,0,1,0,1
723960,40.88000107,0,48.91999817,53.33000183,1,4,6,12,3,2,0,0,0,0
723971,31.36000061,0,36.88999939,41.38000107,0,4,6,10,2,2,2,1,1,0
723972,54.59000015,0,39.54999924,46.88000107,0,4,6,11,3,3,0,0,0,0
723978,41.34999847,0,51.41999817,56.72000122,0,4,6,11,2,2,2,0,1,1
723989,60.74000168,0,56.36000061,61.33000183,1,4,6,11,2,3,0,0,0,0
725311,46.66999817,0,53.49000168,45.13000107,1,4,6,11,2,2,1,0,1,0
725328,55.52000046,0,40.93999863,45.18000031,0,2,6,11,3,3,2,0,1,0
725330,66.61000061,0,58.65000153,60.97000122,0,4,6,12,2,5,0,0,0,0
725344,66.26000214,0,59.22999954,55.79000092,0,4,6,10,5,2,0,0,0,0
725345,51.99000168,0,55.06999969,50.22999954,1,4,6,11,1,1,0,0,0,1
725356,55.61000061,0,58.56999969,51.86999893,1,4,6,11,2,2,0,1,0,0
725357,43.02000046,0,54.45000076,45.20000076,1,4,6,10,2,2,1,0,1,1
725358,58.61000061,0,52.20000076,61.90999985,0,4,6,10,2,2,0,0,0,0
725368,42.81999969,0,45.77999878,38.56999969,1,4,6,2,3,2,0,0,0,1
725371,62.43999863,0,56.84000015,53.15999985,0,4,6,11,2,2,0,0,0,1
725377,52.97999954,0,60.11999893,55.99000168,0,4,6,11,5,2,2,0,1,0
725398,52.04000092,0,66.05000305,53.83000183,1,4,6,12,8,8,0,0,0,1
726946,48.93999863,0,50.68999863,45.75,1,1,6,11,7,2,0,0,0,1
726967,35.77000046,0,43,35.56000137,0,3,6,2,2,1,0,0,0,1
726976,63.36000061,0,64.22000122,67.62000275,0,4,6,10,6,6,0,0,0,0
726977,68.83999634,0,70.55000305,77.19999695,1,4,6,12,7,4,0,0,0,0
726992,50.56000137,0,51.90000153,51.83000183,0,4,6,12,7,7,0,1,0,0
728503,42.36999893,0,39.59000015,39.75999832,1,4,6,11,2,2,0,1,0,1
728526,37.83000183,0,46.09999847,47.18999863,1,3,6,8,2,2,0,0,0,1
728544,45.18000031,0,38.27999878,40.41999817,0,2,6,10,2,2,0,1,0,2
728560,30.98999977,0,32.45000076,35.54000092,0,4,6,9,3,3,0,0,0,0
728576,43.27000046,0,58.95000076,42.66999817,1,2,6,11,2,2,0,1,0,0
728588,56.77999878,0,39.33000183,50.36000061,0,4,6,11,1,3,0,1,0,0
728594,40.02000046,0,44.40999985,45.59999847,1,3,6,11,7,2,0,1,0,0
729815,48.40000153,0,41.29999924,44.74000168,0,4,6,8,8,2,0,0,0,1
729845,51.84999847,0,51.52999878,47.61999893,1,4,6,9,2,2,0,0,0,1
729872,48.75,0,41.97000122,50.79999924,0,3,4,7,2,3,0,0,0,2
731431,42.27000046,0,66.5,45.13000107,0,4,6,11,6,5,0,0,0,1
731473,61.88000107,0,55.88000107,57.95999908,0,4,6,12,3,3,0,0,0,1
731496,43.65999985,0,42.25,46.43999863,1,4,6,10,3,8,0,0,0,0
731905,38.65999985,0,48.93000031,43.99000168,0,4,6,12,5,2,0,0,0,0
731937,48.43999863,0,43.97000122,39.97000122,1,4,6,9,1,8,0,0,0,1
731942,62.41999817,0,51.00999832,55.09000015,1,4,5,9,2,1,0,0,0,0
731959,42.97000122,0,43.31000137,45.70000076,0,4,6,8,2,8,0,0,0,1
731987,64.31999969,0,59.77999878,68.16999817,1,4,6,12,5,5,0,0,0,0
731990,40.65999985,0,51.61999893,44.59999847,0,4,6,9,2,2,0,0,0,0
731998,67.58999634,0,70.55000305,73.33000183,1,4,6,12,6,5,0,0,0,0
732000,42.27999878,0,57.70999908,48.83000183,0,4,6,10,3,2,1,0,1,0
732003,48.40000153,0,42.11999893,55.18999863,1,4,1,8,4,2,0,0,0,1
732005,52.18000031,0,65.34999847,54.79000092,0,4,6,11,2,6,1,0,1,0
732014,54.97999954,0,65.34999847,57.43999863,1,4,6,10,2,4,0,0,0,0
732021,61.95000076,0,57.36999893,68.55000305,1,4,6,10,5,3,0,0,0,0
732025,48.68999863,0,62.84000015,55.52999878,0,5,6,6,1,3,0,0,0,3
732037,56.59999847,0,70.55000305,65.68000031,1,4,6,9,5,5,0,0,0,0
732064,45.09999847,0,43.70999908,44.41999817,0,4,6,10,4,2,0,0,0,1
732078,39.25999832,0,43.06000137,41.34000015,1,4,6,11,2,1,0,0,0,0
732086,47.86999893,0,56.65999985,53.27000046,0,4,6,8,5,2,1,0,1,0
733030,55.95000076,0,55.16999817,59.88999939,1,3,3,4,8,2,0,0,0,2
733068,34.59999847,0,49.16999817,41.63999939,1,3,1,5,4,1,2,0,1,3
733285,58.5,0,48.75,56,0,4,6,10,2,2,0,0,0,0
733320,50.65000153,0,46.41999817,50.29999924,0,4,2,7,2,2,0,0,0,2
733351,48.45000076,0,40.75999832,47.11999893,0,4,6,9,1,6,0,1,0,0
733377,58,0,69.15000153,58.27000046,0,4,6,11,1,2,0,0,0,0
733387,54.52000046,0,40.31000137,52.15000153,0,4,6,12,6,6,1,0,1,0
733394,37.00999832,0,33.97000122,38.41999817,1,4,6,12,8,8,0,0,0,1
733403,61.86999893,0,52.22000122,54.13999939,1,4,6,11,8,8,0,0,0,1
733430,50.54999924,0,51.34000015,51.59999847,1,4,6,9,2,2,0,0,0,0
733484,47.97000122,0,44.15999985,47.66999817,0,5,6,11,2,2,0,1,0,0
734002,50.45000076,0,62.22000122,42.93999863,1,4,6,9,2,2,0,0,0,0
734003,48.70999908,0,57.45999908,48.86999893,1,4,1,8,5,2,0,0,0,2
734023,56.04000092,0,53.49000168,51.47000122,0,4,6,10,2,2,0,0,0,1
734031,35.24000168,0,41.81999969,38.70000076,1,4,6,10,2,8,0,0,0,0
